,评论时间,处理内容,评论者IP归属地,评论内容,用户地理位置,评论者性别,情感分析,locations
101,23年04月15日 18:19,啥都不学就不焦虑了。,来自上海,啥都不学就不焦虑了。,上海 浦东新区,男,0.6116526787792738,来自上海
102,23年04月15日 18:05,差不多的了,来自安徽,差不多的了,其他,男,0.5062500000000001,来自安徽
103,23年04月15日 17:54,转发微博,来自河南,转发微博,河南,女,0.6438907129142762,来自河南
104,23年04月15日 17:26,转发微博,来自河南,转发微博,河南,女,0.6438907129142762,来自河南
105,23年04月15日 17:25,孩子不用担心，你可以研究断电和不断电的内容。从源头拿捏人工智能。,来自上海,孩子不用担心，你可以研究断电和不断电的内容。从源头拿捏人工智能。,上海 浦东新区,男,0.011408748591029805,来自上海
106,23年04月15日 17:23,这个问题还是留给围棋界焦虑吧，他们是最先被ai搞死的,来自重庆,这个问题还是留给围棋界焦虑吧，他们是最先被ai搞死的,重庆 南岸区,女,0.6316442400334175,来自重庆
107,23年04月15日 17:16,有啥焦虑的 又不是跟机器人比,来自福建,有啥焦虑的 又不是跟机器人比,湖北,男,0.5875211305051237,来自福建
108,23年04月15日 17:00,幸好我是制造业技术工种，Ai暂时还找不到代替人工制造吧？,来自上海,幸好我是制造业技术工种，Ai暂时还找不到代替人工制造吧？,上海 徐汇区,男,0.38464496858797814,来自上海
109,23年04月15日 16:51,AI并不能自主完成工作，还是得一步步下指令的,来自内蒙古,AI并不能自主完成工作，还是得一步步下指令的,海外 斯洛文尼亚,男,0.5265876593449678,来自内蒙古
110,23年04月15日 16:39,"她其实说的没错<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />我现在每天日报 周报 PPT 都是用的chatgpt",来自湖南,她其实说的没错[doge][doge][doge]我现在每天日报 周报 PPT 都是用的chatgpt,湖南 长沙,男,0.419698878680548,来自湖南
111,23年04月15日 16:39,"AI这么强大，那我还能安稳的打工到领养老金吗<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自广东,AI这么强大，那我还能安稳的打工到领养老金吗[泪],广东 广州,女,0.9599088567876476,来自广东
112,23年04月15日 16:32,转发微博,来自山东,转发微博,山东 济南,女,0.6438907129142762,来自山东
113,23年04月15日 16:19,为什么这么小就想工作,来自湖南,为什么这么小就想工作,湖南 长沙,女,0.7828000981612304,来自湖南
114,23年04月15日 16:16,我的天,来自广东,我的天,其他,男,0.38121739130434773,来自广东
115,23年04月15日 16:10,我也焦虑，我专业就是人工智能，除非考研考的好，不然都找不到对应的工作,来自河北,我也焦虑，我专业就是人工智能，除非考研考的好，不然都找不到对应的工作,其他,女,0.905758673995841,来自河北
116,23年04月15日 16:07,"<a href=""//s.weibo.com/weibo?q=%23%E5%B0%8F%E5%AD%A6%E5%A5%B3%E7%94%9F%E5%9B%A0AI%E4%BA%A7%E7%94%9F%E5%B0%B1%E4%B8%9A%E7%84%A6%E8%99%91%23"" target=""_blank"">#小学女生因AI产生就业焦虑#</a>科学发展飞速，现在的孩子压力也很大",来自山东,#小学女生因AI产生就业焦虑#科学发展飞速，现在的孩子压力也很大,河北 沧州,男,0.999821920606648,来自山东
117,23年04月15日 15:42,哈哈，惨了,来自北京,哈哈，惨了,其他,男,0.6666666666666666,来自北京
118,23年04月15日 15:36,"<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />想象？这位家长有点异想天开嗷 作业都做不完",来自福建,[doge]想象？这位家长有点异想天开嗷 作业都做不完,其他,男,0.8705580084584114,来自福建
119,23年04月15日 15:34,觉醒,来自广东,觉醒,其他,男,0.5,来自广东
120,23年04月15日 15:18,"<a href=/n/早起不困难Fin usercard=""name=@早起不困难Fin"">@早起不困难Fin</a> <img alt=""[揣手]"" title=""[揣手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2022_chuaishou_org.png"" />",来自浙江,@早起不困难Fin [揣手],上海 浦东新区,女,0.776019271692122,来自浙江
121,23年04月16日 15:34,"我听到你这么小讲这么好的英语，我才焦虑<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自浙江,我听到你这么小讲这么好的英语，我才焦虑[允悲],其他,男,0.9852140680652758,来自浙江
122,23年04月15日 17:46,摆拍？脚本？小学生会知道翻墙注册？,来自湖南,摆拍？脚本？小学生会知道翻墙注册？,湖南 长沙,男,0.24639408747444702,来自湖南
123,23年04月15日 17:19,适应力强,来自浙江,适应力强,广东,男,0.8172452276972131,来自浙江
124,23年04月15日 16:34,"聪明的孩子<img alt=""[鲜花]"" title=""[鲜花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/2018new_xianhua_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />祖国的花朵希望自己能够好好看看我们喜欢的东西<img alt=""[握手]"" title=""[握手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e9/2018new_woshou_org.png"" /><img alt=""[握手]"" title=""[握手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e9/2018new_woshou_org.png"" /><img alt=""[握手]"" title=""[握手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e9/2018new_woshou_org.png"" /><img alt=""[握手]"" title=""[握手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e9/2018new_woshou_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",来自湖北,聪明的孩子[鲜花][赞]祖国的花朵希望自己能够好好看看我们喜欢的东西[握手][握手][握手][握手][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],湖北,男,1.0,来自湖北
125,23年04月15日 16:32,我滴妈，早了,来自黑龙江,我滴妈，早了,其他,男,0.49628095143637985,来自黑龙江
126,23年04月15日 16:05," <a href=""//s.weibo.com/weibo?q=%23%E5%B0%8F%E5%AD%A6%E5%A5%B3%E7%94%9F%E5%9B%A0AI%E4%BA%A7%E7%94%9F%E5%B0%B1%E4%B8%9A%E7%84%A6%E8%99%91%23"" target=""_blank"">#小学女生因AI产生就业焦虑#</a>生活竞争真的好厉害，连小学生都焦虑了",来自山东, #小学女生因AI产生就业焦虑#生活竞争真的好厉害，连小学生都焦虑了,湖北 十堰,男,0.9865410275308942,来自山东
127,23年04月15日 15:47,"为啥还没长大就想着以后要打工的事了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />，小朋友珍惜你的小时候，长大了有没完没了的班要你上的",来自安徽,为啥还没长大就想着以后要打工的事了[允悲]，小朋友珍惜你的小时候，长大了有没完没了的班要你上的,安徽 安庆,女,0.9991924776753305,来自安徽
128,23年04月15日 15:39,"<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自四川,[允悲],四川 成都,女,0.9729817270377529,来自四川
129,23年04月15日 15:09,这个问题我很早就跟孩子讨论过了 我们这一代是人之间的竞争 他们这一代还要跟机器竞争上岗 压力不小 所以现在必须更努力,来自上海,这个问题我很早就跟孩子讨论过了 我们这一代是人之间的竞争 他们这一代还要跟机器竞争上岗 压力不小 所以现在必须更努力,上海,女,0.9999337964592486,来自上海
130,23年04月15日 14:01,打卡,来自北京,打卡,北京,男,0.5,来自北京
131,23年04月17日 12:03,到时候就不需要那么多人了，只要一小群精英就足够了，其它的该怎么处理呢？,来自广东,到时候就不需要那么多人了，只要一小群精英就足够了，其它的该怎么处理呢？,广东,男,0.9306897591515996,来自广东
132,23年04月16日 14:02,"<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自北京,[允悲][允悲][允悲],北京 海淀区,女,0.9999674091177583,来自北京
133,23年04月16日 09:35,"太卷了  幸好是极少数至少是少数吧<img alt=""[晕]"" title=""[晕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/07/2018new_yun_org.png"" />",来自四川,太卷了  幸好是极少数至少是少数吧[晕],其他,女,0.023000246294958338,来自四川
134,23年04月16日 09:05,"这种言论就是善意的欺骗吧<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",来自浙江,这种言论就是善意的欺骗吧[二哈],北京,男,0.19813851359202084,来自浙江
135,23年04月15日 21:20,然而社会需要多少人去想象呢？,来自四川,然而社会需要多少人去想象呢？,其他,男,0.8881125965253105,来自四川
136,23年04月15日 19:29,小姑娘长高了。,来自北京,小姑娘长高了。,其他,女,0.6593497330510508,来自北京
137,23年04月15日 19:20,"人工智能取代不了人类智能<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自江苏,人工智能取代不了人类智能[doge],其他,男,0.9041464837814802,来自江苏
138,23年04月15日 18:56,成为al的主人，只是极少部分人的，绝大部分人压根没有那个能力的。,来自四川,成为al的主人，只是极少部分人的，绝大部分人压根没有那个能力的。,四川 成都,男,0.3631276479287373,来自四川
139,23年04月15日 18:44,"<a href=/n/黄旭豪_ usercard=""name=@黄旭豪_"">@黄旭豪_</a>",来自四川,@黄旭豪_,四川,女,0.6892288955594461,来自四川
140,23年04月15日 17:14,多么好的思维力，能想到那么远，想工作，我小学可没她那么牛,来自湖南,多么好的思维力，能想到那么远，想工作，我小学可没她那么牛,湖南 长沙,女,0.9843302457522751,来自湖南
141,23年04月15日 17:10,贩卖焦虑。AI的机制和人脑的机制就不一样,来自江苏,贩卖焦虑。AI的机制和人脑的机制就不一样,其他,男,0.7205258419840471,来自江苏
142,23年04月15日 16:53,来搞土木啊，ai暂时替代不了[奋斗],来自广东,来搞土木啊，ai暂时替代不了[奋斗],其他,男,0.9260335895016776,来自广东
143,23年04月15日 16:28,"趋势不可阻挡<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />！人类最后进化只剩大脑<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自辽宁,趋势不可阻挡[允悲]！人类最后进化只剩大脑[允悲],浙江 绍兴,男,0.9999859520214328,来自辽宁
144,23年04月15日 16:09,英语真好听,来自山东,英语真好听,山东,男,0.24774823479726216,来自山东
145,23年04月15日 16:08,"<a href=/n/爱喝黑米粥_ usercard=""name=@爱喝黑米粥_"">@爱喝黑米粥_</a> <a href=/n/不是金刚葫芦娃_ usercard=""name=@不是金刚葫芦娃_"">@不是金刚葫芦娃_</a>",来自中国,@爱喝黑米粥_ @不是金刚葫芦娃_,江西 抚州,女,0.9885496060739364,来自中国
146,23年04月15日 16:04,"<a href=""//s.weibo.com/weibo?q=%23%E5%B0%8F%E5%AD%A6%E5%A5%B3%E7%94%9F%E5%9B%A0AI%E4%BA%A7%E7%94%9F%E5%B0%B1%E4%B8%9A%E7%84%A6%E8%99%91%23"" target=""_blank"">#小学女生因AI产生就业焦虑#</a> 反正我是没有就业焦虑的<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自广西,#小学女生因AI产生就业焦虑# 反正我是没有就业焦虑的[嘻嘻],广西,女,0.9973601814218565,来自广西
147,23年04月15日 16:02,俄乌三国评女孩,来自天津,俄乌三国评女孩,北京 海淀区,女,0.608984509247076,来自天津
148,23年04月15日 15:58,"<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自江苏,[允悲],江苏 无锡,女,0.9729817270377529,来自江苏
149,23年04月15日 15:57,"<a href=""//s.weibo.com/weibo?q=%23%E5%B0%8F%E5%AD%A6%E5%A5%B3%E7%94%9F%E5%9B%A0AI%E4%BA%A7%E7%94%9F%E5%B0%B1%E4%B8%9A%E7%84%A6%E8%99%91%23"" target=""_blank"">#小学女生因AI产生就业焦虑#</a> 其实说实话AI真的可以淘汰一大部分人<img alt=""[苦涩]"" title=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" />",来自四川,#小学女生因AI产生就业焦虑# 其实说实话AI真的可以淘汰一大部分人[苦涩],四川,女,0.9607777917743214,来自四川
